duration,src_bytes,dst_bytes,label
0,0,0,attack
0,0,0,attack
0,0,0,attack
0,0,0,attack
0,0,0,attack
0,0,0,attack
2976,147,105,normal
0,1032,0,attack
0,1032,0,attack
0,293,5093,normal
0,153,11361,normal
0,43,136,normal
0,54540,8314,attack
0,310,2730,normal
0,241,346,normal
0,1339,0,normal
0,213,307,normal
0,295,799,normal
0,355,1320,normal
0,0,0,attack
0,1480,0,attack
0,567,0,normal
0,0,0,attack
0,297,555,normal
0,0,0,attack
42470,1,0,attack
0,207,363,normal
0,0,0,attack
0,1211,2449,attack
0,45,84,normal
0,43,43,normal
0,313,2698,normal
0,289,2459,normal
0,0,0,attack
0,0,0,attack
5,1757,361,normal
41476,1,0,attack
29,1074,3081,normal
0,0,0,attack
0,333,864,normal
0,301,458,normal
0,0,0,attack
0,0,0,attack
0,312,16060,normal
0,0,0,attack
0,0,0,attack
0,979,330,normal
0,1,1,attack
0,309,4119,normal
0,315,788,normal
0,0,0,normal
0,0,0,attack
0,182,0,normal
0,0,0,attack
0,8,0,attack
0,0,0,attack
0,0,0,attack
0,194,0,normal
0,0,0,attack
0,28,0,attack
0,327,4058,normal
0,0,0,attack
0,0,0,attack
0,0,0,attack
0,313,426,normal
0,0,0,attack
0,208,3090,normal
0,0,0,attack
0,8,0,attack
0,217,1819,normal
0,0,0,attack
0,0,0,attack
0,183,0,normal
0,249,1397,normal
7,1585,364,normal
0,283,171,normal
0,0,0,attack
0,1891,335,normal
0,0,0,attack
0,0,0,attack
0,8737,0,normal
0,8,0,attack
0,0,0,attack
0,42,42,normal
0,309,3896,normal
2178,147,105,normal
0,245,0,normal
0,0,0,attack
0,228,8539,normal
0,0,0,attack
27,1503,4152,normal
0,0,0,attack
0,0,0,attack
0,200,1061,normal
0,54540,8314,attack
0,303,3120,normal
0,1032,0,attack
0,0,0,attack
3,90,33,normal
0,1,0,attack
0,258,9595,normal
0,12165,0,normal
0,0,0,attack
31,1505,4152,normal
0,0,0,attack
0,194,1654,normal
0,44,139,normal
0,158,6917,normal
0,0,0,attack
0,0,0,attack
0,0,0,attack
0,318,2698,normal
0,9,140,normal
0,46,77,normal
3764,146,105,normal
0,0,0,attack
0,0,0,attack
0,44,131,normal
0,54540,8314,attack
0,520,0,attack
0,1015,333,normal
0,0,0,attack
0,0,0,attack
0,0,0,attack
0,28,0,attack
35,1499,4152,normal
0,0,0,attack
0,253,1022,normal
0,0,0,attack
0,572,330,normal
3,1505,336,normal
0,354,2825,normal
0,0,0,attack
0,0,0,normal
0,0,0,attack
0,212,418,normal
0,219,2393,normal
0,187,16118,normal
17038,147,105,normal
0,43,70,normal
0,211,1863,normal
0,222,1981,normal
14,105,145,normal
0,3425,334,normal
0,1032,0,attack
0,28,0,attack
0,227,457,normal
0,194,10994,normal
0,44,161,normal
0,8,0,attack
0,0,0,attack
0,0,0,attack
0,1032,0,attack
0,44,136,normal
0,0,0,attack
2,1206,334,normal
0,0,0,attack
0,316,406,normal
20,115,12486,normal
0,1030,0,normal
0,0,0,attack
0,0,0,attack
0,45,75,normal
0,0,0,attack
0,0,0,normal
0,314,479,normal
0,0,0,attack
0,16441,329,normal
0,0,0,attack
0,0,0,attack
2467,147,105,normal
0,0,0,attack
0,45,111,normal
0,1,0,attack
0,8,0,attack
0,8,0,attack
0,0,0,attack
0,207,0,attack
0,28,0,attack
0,45,131,normal
0,0,0,attack
0,1032,0,attack
0,338,4279,normal
0,8,0,attack
0,225,372,normal
0,0,0,attack
0,259,295,normal
6,1784,339,normal
0,239,6224,normal
0,277,5721,normal
0,322,4083,normal
0,326,1672,normal
0,178,2563,normal
0,2187080,0,normal
0,0,0,normal
0,0,0,attack
0,383,0,normal
0,0,0,attack
0,0,0,attack
0,0,0,attack
0,0,0,attack
0,0,0,attack
0,249,25024,normal
0,334,277,normal
0,43,43,normal
0,0,0,attack
0,237,8734,normal
0,264,481,normal
0,0,0,attack
0,296,9455,normal
0,213,7609,normal
0,0,0,attack
0,252,451,normal
0,0,0,attack
0,310,1738,normal
0,43,125,normal
0,43,72,normal
0,0,0,attack
15,105,147,normal
0,0,0,attack
0,0,0,attack
0,0,0,attack
3,1302,337,normal
0,216,1214,normal
0,8,0,attack
0,327,182,normal
0,305,525,normal
0,226,2344,normal
0,28,0,attack
0,0,0,attack
0,91,0,normal
0,309,398,normal
0,0,0,attack
0,0,0,attack
0,307,863,normal
0,198,6055,normal
0,0,0,attack
0,0,0,attack
0,326,1770,normal
0,0,0,attack
0,63,0,normal
0,0,0,attack
0,309,534,normal
0,0,0,attack
26848,1,0,attack
0,304,784,normal
0,1032,0,attack
2,1663,336,normal
0,0,0,attack
0,305,1380,normal
0,105,146,normal
0,0,0,attack
0,30,0,normal
0,226,5087,normal
0,0,0,attack
0,0,0,attack
0,347,1110,normal
0,0,0,attack
0,852,0,normal
0,1032,0,attack
0,213,2445,normal
5,0,0,attack
0,8,0,attack
0,0,0,attack
0,327,270,normal
0,227,2445,normal
0,0,0,attack
0,339,1092,normal
0,8,0,attack
0,0,0,attack
0,258,830,normal
0,0,0,attack
0,0,0,attack
0,0,0,attack
0,8,0,attack
0,326,2431,normal
0,292,14949,normal
0,199,10449,normal
0,0,0,attack
0,965,0,normal
0,0,0,attack
2,1289,326,normal
0,0,0,attack
92,312,178,normal
0,158,10144,normal
0,1032,0,attack
0,0,0,attack
0,301,4433,normal
0,0,0,normal
0,516,4,normal
0,0,0,attack
0,0,0,attack
0,1,0,attack
0,44,44,normal
0,0,0,attack
0,277,575,normal
0,218,1853,normal
0,0,11269,normal
0,0,0,attack
0,45,82,normal
0,46,77,normal
0,214,8487,normal
0,253,346,normal
0,349,12591,normal
0,0,0,attack
0,12324,0,normal
0,0,0,attack
0,0,0,attack
0,102,0,normal
0,0,0,attack
0,0,0,attack
0,209,171,normal
0,301,291,normal
0,194,15965,normal
0,45,135,normal
0,258,471,normal
0,0,0,attack
0,267,666,normal
0,0,0,normal
1,850,328,normal
0,247,32365,normal
0,226,3846,normal
0,217,1591,normal
0,8,0,attack
0,0,0,attack
0,194,293,normal
0,244,1374,normal
0,1470,0,normal
0,1,0,attack
0,26,0,normal
0,0,0,attack
0,45,140,normal
0,45,81,normal
0,0,0,attack
0,0,0,attack
0,216,2361,normal
0,1032,0,attack
0,342,9542,normal
0,1032,0,attack
0,264,19932,normal
0,8,0,attack
0,300,413,normal
0,224,994,normal
0,0,0,attack
0,0,0,attack
38,1441,4152,normal
0,46,75,normal
0,516,4,normal
0,0,0,attack
0,0,0,attack
0,0,0,attack
0,0,0,attack
0,232,16070,normal
0,0,0,attack
16,2308,336,normal
0,0,0,normal
0,0,0,attack
0,0,0,attack
0,0,0,attack
0,217,3008,normal
0,0,0,attack
0,260,3394,normal
0,22,75,normal
0,43,136,normal
0,8,0,attack
0,0,0,attack
0,0,0,attack
0,287,811,normal
0,253,552,normal
0,0,0,attack
0,242,426,normal
0,0,0,attack
0,294,2039,normal
0,0,0,attack
0,244,511,normal
0,0,0,attack
0,0,0,attack
0,0,0,attack
13,1555,328,normal
0,307,680,normal
1,929,333,normal
0,37,0,normal
2,252,14445,normal
0,237,1021,normal
0,0,0,attack
0,1,0,attack
0,212,2071,normal
0,0,0,attack
0,0,0,normal
0,251,1911,normal
0,197,1037,normal
0,0,0,attack
0,258,255,normal
0,760,335,normal
0,0,0,normal
0,45,102,normal
0,283,279,normal
0,0,0,attack
0,0,0,attack
0,226,1270,normal
0,0,0,attack
0,0,0,normal
1,3503,339,normal
0,206,365,normal
710,664,20377,normal
0,216,1418,normal
0,138,44,normal
1,501760,0,normal
0,279,602,normal
18,115,6133,normal
0,240,2698,normal
0,291,2996,normal
0,306,1380,normal
0,0,0,attack
0,147,0,normal
0,105,147,normal
0,0,0,attack
0,0,0,attack
0,162,30113,normal
0,0,0,attack
0,343,134175,normal
0,0,0,normal
0,210,738,normal
0,0,0,attack
0,0,0,attack
0,0,0,attack
0,0,0,attack
0,241,361,normal
0,1,0,attack
0,10044,0,normal
0,8,0,attack
0,292,246,normal
0,287,324,normal
0,0,0,attack
0,54540,8314,attack
0,8,0,attack
0,205,659,normal
0,54540,8314,attack
0,0,0,attack
0,0,0,attack
0,0,0,attack
0,853,278,normal
0,0,0,attack
0,0,0,attack
0,0,0,attack
0,520,0,attack
0,1,0,attack
0,1589,334,normal
0,418,9927,normal
0,0,0,attack
0,0,0,attack
0,285,1345,normal
5,11556,1383,normal
0,1240,325,normal
0,501760,0,normal
0,181,2467,normal
0,28,0,attack
0,44,92,normal
0,0,0,attack
0,16787,0,normal
0,388,138,normal
0,0,0,attack
0,0,0,attack
0,45,45,normal
0,326,1891,normal
0,12,0,normal
0,321,1026,normal
0,0,0,attack
0,324,344,normal
0,0,0,attack
5,180,828,normal
0,42,42,normal
0,308,491,normal
31809,1,0,attack
0,338,1893,normal
0,44,110,normal
0,1363,0,normal
0,520,0,attack
0,8,0,attack
0,233,636,normal
0,0,0,attack
0,0,0,attack
0,8,0,attack
0,280,263,normal
0,0,0,attack
0,1,0,attack
0,516,4,normal
0,8,0,attack
0,748,0,normal
0,263,895,normal
0,236,819,normal
0,192,0,normal
0,520,0,attack
0,304,2507,normal
0,251,2792,normal
5632,3053,439262,normal
13500,125,10835,normal
0,0,0,attack
0,54540,8314,attack
0,0,0,attack
0,0,0,attack
0,0,0,attack
0,0,0,attack
0,0,0,attack
7,55,170,normal
0,28,0,attack
0,0,0,attack
0,1032,0,attack
0,259,0,normal
0,18,0,attack
0,45,118,normal
0,3057,331,normal
0,304,753,normal
0,239,846,normal
0,331,1047,normal
0,8,0,attack
0,0,0,attack
0,200,647,normal
0,1363,0,normal
0,327,1469,normal
0,0,0,attack
0,1713,336,normal
0,12286,0,normal
0,1074,388,normal
0,186,5422,normal
0,1032,0,attack
3030,17,17,normal
0,44,44,normal
0,45,129,normal
0,290,4017,normal
0,8,0,attack
0,220,294,normal
0,0,0,attack
0,208,776,normal
1,1207,335,normal
0,337,1493,normal
0,44,120,normal
0,213,313,normal
0,286,8422,normal
0,0,0,attack
0,18,0,attack
0,18,0,attack
0,5336,0,normal
0,219,484,normal
0,169360,0,normal
0,0,0,attack
0,250,7353,normal
0,2895,329,normal
0,334,0,attack
0,43,70,normal
0,0,0,attack
0,0,0,attack
0,0,0,attack
8,6,0,attack
0,190,0,normal
0,186,409,normal
0,43,112,normal
0,803,389,normal
19759,146,105,normal
0,0,0,attack
0,303,369,normal
0,0,0,attack
0,1647,384,normal
0,10389,0,normal
0,0,0,attack
4764,147,105,normal
0,44,131,normal
0,0,0,attack
0,54540,8314,attack
0,0,0,attack
0,0,0,attack
0,0,0,attack
0,0,0,attack
0,326,13988,normal
0,8,0,attack
0,193,441,normal
0,260,6961,normal
0,42,42,normal
0,247,1581,normal
0,344,274,normal
0,0,0,attack
2,1273,367,normal
0,307,2042,normal
0,225,668,normal
0,2191,0,normal
0,45,83,normal
0,292,5739,normal
0,199,788,normal
0,212,2345,normal
0,0,0,attack
0,303,2239,normal
0,328,391,normal
0,230,1606,normal
0,0,0,attack
0,225,1425,normal
0,18,0,attack
0,299,13887,normal
0,1010,0,normal
0,105,146,normal
0,54540,8314,attack
0,216,3024,normal
0,275,9478,normal
0,32,0,normal
0,221,2058,normal
0,210,777,normal
0,0,0,attack
0,0,0,attack
0,0,0,attack
19025,146,105,normal
0,0,0,attack
0,44,116,normal
0,149,27078,normal
0,0,0,attack
0,1214,0,normal
0,0,0,attack
0,665,332,normal
0,0,0,attack
0,0,0,attack
0,24252,7300,attack
0,0,0,attack
0,3798,583,normal
0,226,2006,normal
0,200,6529,normal
0,0,0,attack
323,260,1908,normal
0,190,1463,normal
0,1046,330,normal
0,8,0,attack
0,0,0,attack
0,6932,0,normal
0,44,556,attack
0,229,2090,normal
0,235,3796,normal
0,0,0,attack
0,209,2445,normal
0,10073,0,normal
6616,147,105,normal
0,0,0,attack
0,0,0,attack
0,271,3123,normal
1100,145,105,normal
0,0,0,attack
2,2194619,0,normal
0,0,0,attack
0,0,0,attack
0,0,0,attack
3405,147,105,normal
0,0,0,attack
0,199,337,normal
0,0,0,attack
0,0,0,attack
0,0,0,attack
0,1,0,attack
0,705,330,normal
0,275,406,normal
0,0,0,attack
0,218,6189,normal
0,295,26504,normal
0,234,5280,normal
0,0,0,attack
0,0,0,attack
0,44,44,normal
0,0,0,attack
0,180,2401,normal
0,1,0,attack
3,6,28,attack
0,0,0,attack
0,311,1128,normal
0,178,13294,normal
0,8,0,attack
0,1383,332,normal
0,0,0,attack
0,0,0,attack
0,1,0,attack
0,338,1228,normal
0,244,12469,normal
0,42,42,normal
0,233,2507,normal
0,6,125,attack
0,223,321,normal
0,0,0,normal
0,0,0,attack
0,0,0,attack
0,308,4073,normal
0,8325,0,normal
0,0,0,attack
0,0,0,attack
0,0,0,attack
0,203,6178,normal
0,1,0,attack
0,194,0,normal
0,316,1373,normal
0,42,42,normal
0,200,354,normal
0,8,0,attack
0,382,3755,normal
0,0,0,attack
0,3482,0,normal
0,242,1735,normal
0,0,0,attack
0,197,5989,normal
0,156,5430,normal
0,0,0,attack
0,46,76,normal
0,321,20737,normal
0,0,0,attack
0,0,0,attack
0,0,0,normal
0,30,0,normal
0,1032,0,attack
0,44,160,normal
0,8,0,attack
0,0,0,attack
0,0,0,attack
0,275,833,normal
0,0,0,attack
0,158,12234,normal
0,0,0,attack
0,0,0,attack
0,211,304,normal
5,54540,8314,attack
0,0,0,attack
0,520,0,attack
0,0,0,attack
0,0,0,attack
0,0,0,attack
0,54540,8314,attack
0,0,0,attack
0,44,127,normal
0,0,0,attack
0,0,0,attack
0,0,0,attack
0,319,12434,normal
0,320,353,normal
0,262,6604,normal
0,45,115,normal
0,263,4097,normal
0,216,3396,normal
0,288,392,normal
0,28,0,attack
0,229,479,normal
0,43,71,normal
0,8,0,attack
0,0,0,attack
0,0,0,attack
0,302,1321,normal
0,218,901,normal
0,235,924,normal
0,190,1786,normal
0,215,337,normal
0,0,0,attack
0,854,0,normal
0,516,4,normal
2639,147,105,normal
2,7,136,normal
0,0,0,attack
0,249,484,normal
0,8,0,normal
0,0,0,attack
0,1,0,attack
0,287,1432,normal
0,326,1639,normal
0,277,308,normal
0,251,6314,normal
0,284,4205,normal
5,105,147,normal
0,8,0,attack
0,0,0,attack
0,45,120,normal
0,195,254,normal
0,1032,0,attack
0,336,2436,normal
0,0,0,attack
0,314,369,normal
0,0,0,attack
22,42,42,normal
0,9,0,normal
0,203,1744,normal
0,0,0,attack
0,0,0,attack
0,48,48,normal
9,0,5150836,attack
0,105,147,normal
1,1492,329,normal
0,0,0,attack
0,1,26,attack
0,43232,7300,attack
0,0,0,attack
0,0,0,normal
6381,863,9618,normal
0,0,0,attack
0,0,0,attack
0,0,0,attack
0,45,115,normal
0,345,1556,normal
0,0,0,normal
0,0,0,attack
0,227,25728,normal
0,0,0,attack
0,1564,329,normal
0,339,1164,normal
0,0,0,attack
0,192,654,normal
0,0,0,attack
0,0,0,attack
0,44,44,normal
0,0,0,attack
0,306,607,normal
0,0,0,attack
0,42,42,normal
0,8,0,attack
0,329,1816,normal
0,203,1330,normal
0,0,0,attack
0,0,0,attack
0,301,11689,normal
0,17,73,normal
0,105,147,normal
0,334,617,normal
1,1343,331,normal
17419,1,0,attack
0,290,482,normal
0,255,310,normal
0,356,558,normal
0,325,13391,normal
0,0,0,attack
0,0,0,attack
0,8,0,attack
12,213,232250,normal
0,222,1880,normal
0,213,259,normal
0,0,0,attack
0,322,18873,normal
0,236,3054,normal
0,29,0,normal
0,212,1197,normal
0,0,0,attack
0,0,0,attack
0,0,0,attack
0,113,0,normal
0,36,0,normal
0,0,0,attack
17365,2825,8579,normal
0,0,0,attack
0,0,0,attack
0,276,361,normal
0,1032,0,attack
0,28,0,attack
0,0,0,attack
0,222,368,normal
0,3009,402,normal
0,305,1075,normal
0,46,75,normal
0,1140,330,normal
0,0,0,attack
0,324,431,normal
1,1919,364,normal
0,152,484,normal
0,0,0,attack
0,215,0,attack
0,332,2753,normal
0,279,2430,normal
0,222,797,normal
0,0,0,attack
0,0,0,attack
0,0,0,attack
0,0,0,attack
0,0,0,attack
0,0,0,attack
0,278,2444,normal
3916,481,3431,normal
0,0,0,attack
0,45,45,normal
0,0,0,attack
0,501760,0,normal
0,204,1368,normal
0,361,1264,normal
0,230,814,normal
0,237,8892,normal
0,1476,328,normal
0,40494,0,normal
0,16787,0,normal
0,250,42340,normal
0,46,72,normal
0,214,16070,normal
0,300,8435,normal
0,147,0,normal
0,254,732,normal
0,33,0,normal
0,11396,1428,normal
0,0,0,attack
0,0,2072,attack
0,1699,0,normal
0,0,0,attack
0,350,1769,normal
0,1030,0,normal
0,276,313,normal
4,1496,323,normal
0,269,38544,normal
0,397,788,normal
0,0,0,attack
0,0,0,attack
0,193,3101,normal
0,0,0,attack
0,0,0,attack
0,0,0,attack
0,180,36668,normal
4675,459,81673,normal
0,501760,0,normal
0,105,145,normal
0,383,0,normal
0,0,0,attack
0,105,145,normal
0,0,0,attack
0,0,0,attack
0,0,0,attack
0,0,0,attack
0,516,4,normal
57,122,7475,normal
0,1,0,attack
0,7280,0,normal
0,8,0,attack
0,12338,918,normal
0,0,0,attack
0,0,0,attack
0,0,0,attack
0,298,5281,normal
4219,147,105,normal
1,814,333,normal
0,0,0,attack
0,321,2714,normal
0,0,0,attack
0,0,0,attack
0,45,133,normal
0,18,0,attack
0,295,2584,normal
0,211,1696,normal
0,0,0,attack
0,0,0,attack
0,0,0,attack
0,1289,331,normal
0,0,0,attack
0,300,3923,normal
13,405412,38492,normal
0,206,1043,normal
0,43,43,normal
0,0,0,attack
0,0,0,attack
0,0,0,attack
0,1032,0,attack
20,239,769,normal
0,248,2242,normal
0,263,17087,normal
0,320,308,normal
0,0,0,attack
0,0,0,attack
0,0,0,attack
0,0,0,attack
0,45,139,normal
0,240,11766,normal
0,0,0,attack
0,0,0,attack
2052,89,36,normal
2009,147,105,normal
0,0,0,attack
0,0,0,attack
0,0,0,attack
0,15377,0,normal
0,0,0,attack
0,28,0,attack
0,12,0,normal
0,0,0,attack
0,0,0,attack
15,903,388,normal
0,0,0,attack
0,0,0,attack
0,341,15693,normal
0,212,1090,normal
0,953,362,normal
0,350,3436,normal
0,42,73,normal
2,2511,332,normal
0,0,0,attack
0,8,0,attack
0,189,10416,normal
0,0,4,attack
0,0,0,attack
0,235,253,normal
0,214,3184,normal
0,0,0,attack
0,0,0,attack
0,48,48,normal
0,215,0,attack
0,18,0,attack
0,227,654,normal
0,263,4399,normal
0,0,0,normal
0,17,70,normal
0,748,0,normal
0,204,13599,normal
0,1635,333,normal
3,2194619,0,normal
0,0,0,attack
0,30,0,normal
0,339,1317,normal
0,303,1380,normal
0,40,40,normal
0,383,0,normal
0,44,156,normal
0,0,0,attack
2814,146,105,normal
0,0,0,attack
0,361,250,normal
0,0,0,attack
0,0,0,normal
0,348,4712,normal
0,0,0,attack
0,230,715,normal
3,992,358,normal
0,0,0,attack
0,0,0,attack
0,0,0,normal
0,263,2245,normal
0,0,0,attack
0,248,3112,normal
0,0,0,attack
2450,147,105,normal
0,0,0,attack
0,0,0,attack
0,884,0,normal
0,18,0,attack
0,520,0,attack
0,0,0,attack
0,280,6982,normal
0,45,76,normal
0,18,0,attack
0,750,338,normal
0,3121,335,normal
0,222,278,normal
0,0,0,attack
0,1438,338,normal
0,0,0,attack
0,238,468,normal
0,0,0,attack
0,37,53,normal
0,334,0,attack
0,0,0,attack
2015,145,105,normal
0,0,0,attack
0,0,0,attack
0,0,0,attack
0,334,0,attack
0,292,1569,normal
0,215,1718,normal
0,28,0,attack
0,0,0,attack
0,8,138,normal
0,213,603,normal
0,248,2224,normal
0,218,36749,normal
0,54540,8314,attack
3,0,0,normal
0,283,6560,normal
0,0,0,attack
0,1591,332,normal
0,44,117,normal
0,229,1478,normal
4,250,1682,normal
0,43,127,normal
0,0,0,attack
0,8,0,attack
0,0,0,attack
0,59,0,normal
0,0,0,attack
0,309,383,normal
0,0,0,attack
2,66,2591,normal
0,219,519,normal
0,0,0,attack
0,0,0,attack
0,198,283,normal
2,1304,330,normal
0,35195,0,normal
0,0,0,attack
0,334,0,attack
0,219,4948,normal
0,292,394,normal
0,0,0,normal
0,30,0,normal
0,8,0,attack
0,306,504,normal
0,30,0,normal
7009,147,105,normal
0,0,0,normal
0,0,0,attack
0,0,0,attack
0,46,83,normal
0,1714,329,normal
0,0,0,normal
0,0,0,attack
0,0,0,attack
0,0,0,attack
0,209,3571,normal
0,0,0,attack
0,241,3057,normal
0,286,171,normal
0,43,128,normal
0,0,0,attack
0,246,5285,normal
0,44,113,normal
0,0,0,attack
0,292,16641,normal
0,520,0,attack
0,0,0,attack
0,78,0,normal
0,0,0,attack
0,46,46,normal
0,280,290,normal
1,1422,407,normal
0,341,1531,normal
0,0,0,attack
0,0,0,attack
0,45,78,normal
0,641,334,normal
0,45,87,normal
0,244,921,normal
0,252,913,normal
26588,1,0,attack
0,553,327,normal
0,46,149,normal
0,0,0,attack
0,0,0,attack
0,289,1856,normal
0,0,0,attack
0,0,0,attack
0,242,2102,normal
0,0,0,attack
0,930,333,normal
0,0,0,attack
0,346,357,normal
0,0,0,attack
0,332,930,normal
0,0,0,normal
0,28,0,attack
0,299,439,normal
0,342,253,normal
0,30,0,normal
12,96,31,normal
0,0,0,attack
0,0,0,attack
0,78,0,normal
0,339,458,normal
0,0,0,attack
0,45,111,normal
0,7,0,normal
0,0,0,normal
0,224,279,normal
0,0,0,attack
0,2221,330,normal
0,183,9736,normal
0,0,0,attack
0,888,327,normal
0,0,0,attack
0,29,0,normal
0,43,69,normal
0,212,1115,normal
0,0,0,attack
0,0,0,attack
0,1032,0,attack
0,212,362,normal
5,6,151,attack
0,520,0,attack
0,8,0,attack
0,254,9066,normal
0,45,77,normal
0,43,43,normal
0,229,1445,normal
0,284,2251,normal
0,0,0,attack
0,0,0,attack
0,0,0,attack
0,0,0,attack
0,0,0,attack
0,347,636,normal
0,18,0,attack
0,1,0,attack
0,312,3749,normal
0,38,130,normal
0,0,0,attack
0,45,72,normal
0,327,1663,normal
0,0,0,attack
0,0,0,attack
1,1297,2453,attack
0,0,0,attack
0,0,0,normal
0,1,0,attack
0,0,0,attack
0,45,130,normal
2,1225,2449,attack
0,0,0,attack
0,226,519,normal
0,0,0,attack
0,152,8157,normal
4,2833,327,normal
0,0,0,attack
0,198,7669,normal
0,0,0,attack
22,329,1054,normal
0,0,0,attack
0,417,3294,normal
0,285,788,normal
1,16726,336,normal
0,0,0,normal
1,364,646196,normal
0,216,7103,normal
0,339,1035,normal
0,0,0,attack
0,0,0,attack
0,0,0,attack
0,303,11455,normal
0,0,0,attack
0,0,0,attack
0,0,0,attack
27,905,334,normal
0,0,0,attack
0,247,13225,normal
0,0,0,attack
0,0,0,attack
0,1,0,attack
0,0,0,attack
0,0,0,attack
0,0,0,attack
0,0,0,attack
0,216,1144,normal
0,0,0,attack
0,0,0,attack
0,343,3102,normal
0,0,0,attack
0,0,0,attack
0,1032,0,attack
0,257,4084,normal
0,333,1424,normal
0,226,12884,normal
0,0,0,attack
0,214,253,normal
0,0,0,normal
0,297,1468,normal
0,178,437,normal
0,30,0,normal
0,307,400,normal
0,205,1408,normal
0,345,607,normal
0,0,0,attack
0,322,762,normal
0,491,0,normal
0,238,1064,normal
27,12778,1396,normal
0,300,1380,normal
0,0,0,attack
0,1038,330,normal
0,309,4069,normal
0,1032,0,attack
1,980,330,normal
0,0,0,attack
0,0,0,attack
0,199,1606,normal
0,0,0,attack
0,0,0,attack
0,258,8745,normal
0,0,0,attack
0,3081,334,normal
397,2405,330,normal
0,230,2507,normal
0,0,0,attack
0,0,0,attack
0,312,3040,normal
0,1,0,attack
0,0,0,attack
0,0,0,attack
0,0,0,attack
0,0,0,attack
0,755,327,normal
0,0,0,attack
0,1032,0,attack
0,0,0,attack
0,197,11312,normal
0,45,134,normal
0,0,0,attack
0,0,0,attack
0,100,0,attack
0,218,12640,normal
0,1,0,attack
0,43,131,normal
0,59,0,normal
0,0,0,attack
0,2099,368,normal
0,0,0,attack
0,8,0,attack
4,2194619,0,normal
4,933,334,normal
0,0,0,attack
17297,1,0,attack
2,2067,328,normal
0,234,2823,normal
0,46,135,normal
0,0,0,attack
0,0,0,normal
0,0,0,attack
0,250,2791,normal
0,54540,8314,attack
0,312,9284,normal
525,147,105,normal
0,0,0,attack
0,0,0,attack
0,196,578,normal
0,1032,0,attack
0,0,0,normal
0,141,45,normal
0,259,1542,normal
0,246,1165,normal
0,0,0,attack
0,0,0,normal
1,851,334,normal
0,310,3222,normal
0,0,0,normal
1,1255,2451,attack
0,1452,326,normal
0,20,0,attack
0,383,0,normal
0,984,337,normal
0,46,46,normal
0,200,468,normal
0,0,0,attack
0,0,0,attack
0,0,0,attack
0,0,0,attack
0,0,0,attack
0,0,0,attack
0,289,594,normal
0,0,0,attack
0,0,0,attack
0,235,406,normal
0,278,2736,normal
0,0,0,attack
0,0,0,attack
0,0,0,attack
0,200,354,normal
0,0,0,attack
0,0,0,attack
0,326,2109,normal
0,1363,0,normal
0,0,0,attack
0,12,56,normal
0,0,0,attack
0,239,2125,normal
0,262,8702,normal
0,293,283,normal
0,0,0,normal
0,0,0,attack
6,54540,8314,attack
0,317,370,normal
0,0,0,attack
0,215,4080,normal
0,325,185,normal
0,0,0,attack
28,45,45,normal
6,925,479,normal
0,0,0,attack
0,287,1808,normal
0,202,6546,normal
0,45,115,normal
0,516,4,normal
38426,1,0,attack
0,224,280,normal
0,8,0,attack
0,0,0,attack
13335,145,105,normal
63,48,48,normal
0,0,0,attack
0,44,131,normal
0,0,0,attack
0,105,146,normal
0,0,0,attack
0,43,107,normal
0,1284,387,normal
0,8325,0,normal
0,232,32617,normal
0,197,293,normal
0,342,336,normal
0,0,0,attack
0,520,0,attack
0,0,0,attack
0,8,0,attack
0,0,0,attack
0,292,2807,normal
13417,986,144411,normal
0,34,0,normal
0,8,0,attack
0,0,0,attack
0,0,0,normal
0,0,0,attack
0,0,0,attack
0,189,15028,normal
0,0,0,normal
0,0,0,attack
0,229,770,normal
0,0,0,attack
0,0,0,attack
0,501760,0,normal
0,193,28696,normal
0,322,4137,normal
0,0,0,attack
0,0,0,attack
0,220,13140,normal
0,0,0,attack
0,0,0,attack
0,217,1039,normal
0,0,0,attack
0,338,9755,normal
0,383,0,normal
0,0,0,attack
0,201,19572,normal
0,8,0,attack
0,0,0,attack
0,0,0,attack
0,0,0,attack
0,224,1963,normal
0,0,0,attack
0,181,0,normal
0,0,0,normal
0,0,0,attack
0,338,776,normal
0,0,0,attack
0,9,0,normal
0,0,0,normal
27,885,2586,normal
0,0,0,attack
0,0,0,attack
0,0,0,attack
0,276,359,normal
0,189,732,normal
0,395,760,normal
0,46,78,normal
8610,146,105,normal
0,0,0,attack
0,256,15968,normal
0,0,0,attack
0,0,0,attack
0,0,0,attack
0,741,338,normal
0,0,0,attack
0,46,120,normal
0,44,126,normal
0,54540,8314,attack
0,0,0,attack
0,28,0,attack
0,0,0,attack
0,0,0,attack
0,1032,0,attack
0,0,0,attack
0,0,0,attack
0,0,0,attack
0,1,0,attack
0,0,0,attack
0,223,1664,normal
0,251,255,normal
0,0,0,attack
0,331,5337,normal
0,574,11913,normal
0,0,0,attack
22841,1,0,attack
0,0,0,attack
0,33,33,normal
0,341,8867,normal
0,1786,478,normal
0,0,0,attack
0,280,24971,normal
0,294,1389,normal
0,235,3714,normal
0,0,0,attack
0,294,2781,normal
0,46,46,normal
0,244,1026,normal
0,28,0,attack
0,330,584,normal
0,219,2808,normal
0,0,0,attack
0,0,0,attack
0,0,0,attack
0,45,45,normal
0,7,425,normal
0,45,130,normal
0,0,0,attack
0,0,0,attack
0,0,0,attack
